Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 8
Maharashtra,Osmanabad,Chikungunya,10,0,2024-03-16 00:00:00,Under Surveillance
Maharashtra,Osmanabad,Chikungunya & Dengue,7,0,2024-03-13 00:00:00,Under Surveillance
Manipur,Bishnupur,Animal Bite - Dog Bite,1,1,2024-03-14 00:00:00,Under Control
Meghalaya,East Jaintia Hills,Food Poisoning,3,1,2024-03-15 00:00:00,Under Surveillance
Meghalaya,South West Khasi Hills,Measles,30,0,2024-03-08 00:00:00,Under Surveillance
Mizoram,Aizawl,Typhoid,11,1,2024-03-14 00:00:00,Under Control
Mizoram,Aizawl,Acute Diarrheal Disease,59,1,2024-03-10 00:00:00,Under Control
Odisha,Balangir,Acute Diarrheal Disease,15,0,2024-03-12 00:00:00,Under Control
Odisha,Bhadrak,Acute Diarrheal Disease,26,0,2024-03-02 00:00:00,Under Control
Odisha,Ganjam,Measles,6,0,2024-03-13 00:00:00,Under Control
Odisha,Jagatsinghapur,Acute Diarrheal Disease,27,0,2024-03-12 00:00:00,Under Control
Odisha,Kendrapara,Food Poisoning,39,0,2024-03-15 00:00:00,Under Control
Odisha,Koraput,Acute Diarrheal Disease,20,0,2024-03-11 00:00:00,Under Control
Odisha,Mayurbhanj,Acute Diarrheal Disease,20,0,2024-03-16 00:00:00,Under Control
Tamil Nadu,Namakkal,Mumps,8,0,2024-03-11 00:00:00,Under Control
Tamil Nadu,Sivaganga,Acute Diarrheal Disease,3,1,2024-03-09 00:00:00,Under Control
Tamil Nadu,Thiruvallur,Mumps,22,0,2024-03-13 00:00:00,Under Control
Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,27,0,2024-03-12 00:00:00,Under Control
Uttar Pradesh,Amroha,Food Poisoning,26,0,2024-03-09 00:00:00,Under Control
West Bengal,Howrah,Acute Diarrheal Disease,40,0,2024-03-11 00:00:00,Under Control
Andhra Pradesh,Alluri Sitharama Raju,Acute Diarrheal Disease,11,0,2024-02-07 00:00:00,"Cases  were reported  from Village:  R.V. Nagar, Sub-District: Gudem Kotha Veedhi, District: Alluri Sitharama Raju. Cases presented with loose stools after consumption of food in a social gathering.   All   age   groups   were   affected.   District   RRT investigated  the  outbreak.  Community  awareness  and  health education given by peripheral team on personal hygiene, hand washing   techniques   and   using   clean   drinking   water   and utensils. ORS packets were disbursed and medical camp was
set  up  for  monitoring.  The  outbreak  might  be  caused  by consumption of improperly cooked spoiled meat."
Andhra Pradesh,Guntur,Acute Diarrheal Disease,205,1,2024-02-20 00:00:00,"Cases were reported from UPHC Sarada Colony Guntur, UHC IPD  Colony  Guntur,  UHC  Lanchester  Road  Guntru,  Sub- District:  Guntur  East,  District:  Guntur.  Cases  presented  with loose stools & vomiting. Total 150 stool samples were collected and sent to Microbiology Lab GMC, out of which 2 samples were positive for cholera on culture. Also, 1075 water samples were  collected  and  sent  to  the  Regional  Lab  Guntur,  out  of which 979 were satisfactory for potable purpose. District RRT investigated  the  outbreak.  Community  awareness  and  health education  given  by  peripheral  health  team  on  hygiene,  and sanitation.  Medical  camps  were  organised.  House  to  house survey was done. Health education was given & awareness was given  on  diarrhea,  and  personal  hygiene.    Protected  water supply  was  provided.  Regular  collection  of  water  samples  at Municipal Over Head Tanks was done and packaged drinking water was supplied, sanitation rectification of leakages of pipe lines were made. Death of an 18 year old female has occurred
10.02.2024 at GGH Guntur due to the illness (cholera positive)."
Andhra Pradesh,Guntur,Cholera,150,0,2024-02-10 00:00:00,"Cases  were  reported  from  UPHC  Sarada  Colony  Guntur, Mandapadu,   UPHC   Rajiv   Gandhi   Nagar   (Reddipalem), Medikondur,      Village:      Perecharla      II,       Sub-District: Medikonduru,  District:  Guntur.  Cases  presented  with  loose stools.  Total  150  stool  samples  were  collected  &  sent  to Microbiology Lab GMC Guntur, out of which 2 were positive for cholera on culture. District RRT investigated the outbreak. Community   awareness   and    health   education    given    by peripheral  health  team  on  hygiene,  and  sanitation.  House  to house survey was conducted. Sanitation measures were done in the surrounding areas. People were advised to consume boiled
and  then cooled  water. Health  awareness  created  on cholera. Protected drinking water supply to the area was given."
Chhattisgarh,Dantewada,Mumps,29,0,2024-02-20 00:00:00,"Cases were reported from Health Facility: Chhindnar, Village: Kasoli, Sub-District: Gidam. Cases presented with fever with rash.  All  cases  were  below  10  years.  Total  28  urine,  blood samples  and  oral  swabs  were  collected  &  sent  to  AIIMS, Raipur,  out  of  which  16  were  positive  for  Mumps  IgM  by ELISA.  District  RRT  investigated  the  outbreak.  Community awareness  and  health  education  given  by peripheral  team  on
hygiene  and  sanitation.  Vitamin  A given  and  home  isolation advised."
Madhya Pradesh,Bhopal,Leptospirosis,1,1,2024-02-29 00:00:00,"Case  was  reported  from  UPHC  Kolua,  Sub-District:  Huzur, District: Bhopal. Case presented with fever which was found positive        for        Leptospirosis        IgM        by        ELISA. District RRT investigated the outbreak. Community awareness and  health  education  given  by  peripheral  health  team  on hygiene, and  sanitation. Health education imparted  regarding the spread of disease. Active fever surveillance was done. IEC regarding Do's & Don’ts of Leptospirosis was done. Death of a
61 year old male has occurred due to the illness."
Madhya Pradesh,Bhopal,Leptospirosis,1,1,2024-02-26 00:00:00,"Case was reported from UPHC Kolua, District: Bhopal. Case presented                                   with                                   fever & jaundice and  was found positive for Leptospirosis  IgM by ELISA  during  treatment  in  Bansal  hospital.  District  RRT investigated  the  outbreak.  Community  awareness  and  health education  given  by  peripheral  health  team  on  hygiene,  and sanitation. Health education imparted regarding the spread of disease.  Active  fever  surveillance  was  done.  IEC  regarding Do's  &  Don’ts  of  Leptospirosis  was  done.  One  death  has occurred  due to the illness.  Death of a  40  year old  male  has
occurred due to the illness."
Assam,Goalpara,Hepatitis A,40,0,2024-03-21 00:00:00,Under Surveillance
Assam,Kamrup,Human Rabies,1,1,2024-03-18 00:00:00,Under Control
Assam,Kamrup,Chickenpox,8,0,2024-03-18 00:00:00,Under Control
Assam,Lakhimpur,Chickenpox,6,0,2024-03-19 00:00:00,Under Control
Bihar,Gaya,Measles,5,0,2024-03-20 00:00:00,Under Control
Bihar,Madhubani,Measles,12,0,2024-03-21 00:00:00,Under Surveillance
Bihar,Samastipur,Fever with Rash,28,0,2024-03-21 00:00:00,Under Control
Chhattisgarh,Raipur,Acute Diarrheal Disease,14,0,2024-03-21 00:00:00,Under Control
Chhattisgarh,Sukma,Measles,15,0,2024-03-19 00:00:00,Under Control
Gujarat,Ahmadabad,Acute Diarrheal Disease,9,0,2024-03-21 00:00:00,Under Control
Gujarat,Devbhumi Dwarka,Food Poisoning,50,0,2024-03-21 00:00:00,Under Control
Gujarat,Rajkot,Acute Diarrheal Disease,222,0,2024-03-20 00:00:00,Under Control
Himachal Pradesh,Mandi,Hepatitis-A,88,0,2024-03-20 00:00:00,Under Control
Jammu and Kashmir,Jammu,Hepatitis A,5,0,2024-03-23 00:00:00,Under Control
Jharkhand,East Singhbum,Chickenpox,22,0,2024-03-20 00:00:00,Under Control
Jharkhand,West Singhbhum,Fever with Rash,12,0,2024-03-21 00:00:00,Under Surveillance
Karnataka,Chikballapur,Chikungunya,17,0,2024-03-21 00:00:00,Under Control
Karnataka,Gadag,Dengue,45,0,2024-03-22 00:00:00,Under Surveillance
Karnataka,Raichur,Food Poisoning,69,0,2024-03-19 00:00:00,Under Control
Kerala,Ernakulam,Hepatitis A,7,0,2024-03-15 00:00:00,Under Surveillance
Kerala,Ernakulam,Hepatitis A,10,0,2024-03-14 00:00:00,Under Surveillance
Kerala,Ernakulam,Hepatitis A,13,0,2024-03-18 00:00:00,Under Surveillance
Kerala,Kottayam,Chickenpox,8,0,2024-03-18 00:00:00,Under Control
Kerala,Palakkad,Acute Diarrheal Disease,25,0,2024-03-20 00:00:00,Under Control
Kerala,Palakkad,Dengue,26,0,2024-03-20 00:00:00,Under Surveillance
Kerala,Palakkad,Acute Diarrheal Disease,19,0,2024-03-19 00:00:00,Under Control
Kerala,Palakkad,Mumps,42,0,2024-03-19 00:00:00,Under Control
Madhya Pradesh,Khargone,Cholera,44,0,2024-03-21 00:00:00,Under Surveillance
Madhya Pradesh,Khargone,Measles,6,0,2024-03-20 00:00:00,Under Control
Madhya Pradesh,Umaria,Leptospirosis & Scrub Typhus,23,2,2024-03-18 00:00:00,Under Control
Maharashtra,Akola,Dengue,26,0,2024-03-23 00:00:00,Under Control
Maharashtra,Amravati,Dengue,64,0,2024-03-20 00:00:00,Under Control
Maharashtra,Osmanabad,Dengue,6,1,2024-03-22 00:00:00,Under Control
Maharashtra,Osmanabad,Dengue & Chikungunya,15,0,2024-03-19 00:00:00,Under Control
Meghalaya,East Khasi Hills,Acute Diarrheal Disease,35,0,2024-03-20 00:00:00,Under Control
Mizoram,Champhai,Measles,12,0,2024-03-21 00:00:00,Under Surveillance
Odisha,Dhenkanal,Acute Diarrheal Disease,44,0,2024-03-17 00:00:00,Under Control
Odisha,Sambalpur,Acute Diarrheal Disease,290,0,2024-03-21 00:00:00,Under Control
Rajasthan,Pratapgarh,Mumps,15,0,2024-03-20 00:00:00,Under Control
Tamil Nadu,Coimbatore,Mumps,17,0,2024-03-21 00:00:00,Under Control
Tamil Nadu,Namakkal,Mumps,8,0,2024-03-21 00:00:00,Under Control
Tamil Nadu,Namakkal,Mumps,13,0,2024-03-21 00:00:00,Under Control
Tamil Nadu,Thanjavur,Chickenpox,18,0,2024-03-23 00:00:00,Under Control
Tamil Nadu,The Nilgiris,Mumps,11,0,2024-03-19 00:00:00,Under Control
Tamil Nadu,Tiruchirappalli,Mumps,27,0,2024-03-20 00:00:00,Under Control
Tamil Nadu,Tirupathur,Measles,12,0,2024-03-22 00:00:00,Under Control
Uttar Pradesh,Ambedkar Nagar,Fever with Rash,12,0,2024-03-18 00:00:00,Under Control
Uttar Pradesh,Ballia,Fever with Rash,12,0,2024-03-20 00:00:00,Under Surveillance
West Bengal,Birbhum,Acute Diarrheal Disease,130,0,2024-03-17 00:00:00,Under Control
Chhattisgarh,Balod,Chickenpox,20,0,2024-03-14 00:00:00,"Cases were reported from Sub-District Arjunda, District Balod. Cases presented with fever with rash. All cases were diagnosed clinically. The most affected age group was 3-12 years. District RRT    investigated    the    outbreak.    Cases    were    treated symptomatically. Community awareness and health education
given   by   peripheral   team   on   vaccination,   hygiene   and sanitation."
Chhattisgarh,Raipur,Acute Diarrheal Disease,118,0,2024-01-21 00:00:00,"Cases   were   reported   from   UPHC   Labhandi,   Sub-District Raipur,  District  Raipur.  Cases  presented  with  loose  stools. Health camp was organized and door to door survey was started in the area. Most affected age group was 17 to 50 years. Water samples for bacteriological test were unsatisfactory for drinking and eight stool samples were sent to Hamar Lab Pandri, out of which Vibrio cholerae was found  in three samples. Six stool samples were also sent to JNM Medical College Raipur, which were  found  to  be  negative  for  any  pathogen.  District  RRT investigated  the  outbreak.  Community  awareness  and  health
education given by peripheral team on hygiene and sanitation."
Gujarat,Jamnagar,Measles,11,0,2024-03-07 00:00:00,"Cases   were   reported   from   CHC   Jamjodhpur   and   UHC Jamjodhpur,  Village  Gandheshvar  Vadi  Vistar  Jamjodhpur, District Jamnagar. Cases presented  with fever  with rash. The affected age group was 28 days to 1 year.  All the cases were unvaccinated  for  measles.  Five  samples  were  sent  to  B.J. Medical College Asarva, out of which 3 were positive for Anti- Measles   IgM   by   ELISA.   District   RRT   investigated   the outbreak. Community awareness and health education given by
peripheral team on hygiene and sanitation."
Kerala,Ernakulam,Hepatitis A,7,0,2024-02-22 00:00:00,"Cases   were   reported   from   Sub-District   Kochi,   District Ernakulam. Cases of same family presented with fever, nausea and  vomiting.  4  blood  samples  and  3  water  sample  were collected and sent to RPHL Ernakulam. All four samples came positive  for  Hepatitis  A IgM  by  ELISA.  Water  found  fit  for potable purpose. District RRT investigated the outbreak. Cases were   treated   symptomatically.   Community   awareness   and
health  education  given  by  peripheral  team  on  hygiene  and sanitation."
Andhra Pradesh,Chittoor,Acute Diarrheal Disease,14,0,2024-05-21 00:00:00,Under Surveillance
Andhra Pradesh,SPSR Nellore,Acute Diarrheal Disease,20,0,2024-05-22 00:00:00,Under Control
Arunachal Pradesh,Papum Pare,Measles,5,0,2024-05-22 00:00:00,Under Surveillance
Assam,Dibrugarh,Cholera,12,0,2024-05-25 00:00:00,Under Surveillance
Assam,Kokrajhar,Chickenpox,6,0,2024-05-20 00:00:00,Under Surveillance
Assam,Tinsukia,Food Poisoning,14,0,2024-05-18 00:00:00,Under Surveillance
Assam,Tinsukia,Fever with rash,13,0,2024-05-17 00:00:00,Under Surveillance
Bihar,Purbi Champaran,Fever with Rash,6,0,2024-05-23 00:00:00,Under Surveillance
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,42,0,2024-05-21 00:00:00,Under Control
Chhattisgarh,Bilaspur,Acute Diarrheal Disease,30,0,2024-05-22 00:00:00,Under Control
Gujarat,Anand,Acute Diarrheal Disease,75,0,2024-05-19 00:00:00,Under Control
Gujarat,Kachchh,Cholera,6,0,2024-05-19 00:00:00,Under Surveillance
Gujarat,Kheda,Acute Diarrheal Disease,115,0,2024-05-25 00:00:00,Under Control
Gujarat,Rajkot,Food Poisoning,22,0,2024-05-19 00:00:00,Under Surveillance
Haryana,Panchkula,Cholera,459,1,2024-05-24 00:00:00,Under Surveillance
Jammu and Kashmir,Doda,Chickenpox,10,0,2024-05-22 00:00:00,Under Surveillance
Jammu and Kashmir,Srinagar,Chickenpox,23,0,2024-05-20 00:00:00,Under Surveillance
Jharkhand,Garhwa,Fever with Rash,11,0,2024-05-25 00:00:00,Under Surveillance
Jharkhand,Hazaribagh,Mumps,5,0,2024-05-18 00:00:00,Under Surveillance
Jharkhand,Khunti,Chickenpox,20,0,2024-05-22 00:00:00,Under Surveillance
Karnataka,Bagalkot,Acute Diarrheal Disease,18,0,2024-05-23 00:00:00,Under Surveillance
Karnataka,Belagavi,Cholera,310,0,2024-05-21 00:00:00,Under Surveillance
Karnataka,Bengaluru Rural,Food Poisoning,98,0,2024-05-20 00:00:00,Under Control
Karnataka,Bidar,Food Poisoning,13,0,2024-05-22 00:00:00,Under Surveillance
Karnataka,Haveri,Food Poisoning,104,0,2024-05-22 00:00:00,Under Control
Karnataka,Mandya,Acute Diarrheal Disease,20,0,2024-05-21 00:00:00,Under Control
Karnataka,Mysuru,Cholera,150,1,2024-05-21 00:00:00,Under Control
Kerala,Idukki,Dengue,23,0,2024-05-21 00:00:00,Under Surveillance
Kerala,Kannur,Hepatitis A,12,0,2024-05-23 00:00:00,Under Surveillance
Kerala,Kasaragod,Hepatitis A,19,0,2024-05-18 00:00:00,Under Surveillance
Kerala,Wayanad,Hepatitis A,45,0,2024-05-20 00:00:00,Under Surveillance
Madhya Pradesh,Betul,Acute Diarrheal Disease,21,1,2024-05-21 00:00:00,Under Surveillance
Madhya Pradesh,Bhopal,Leptospirosis,17,1,2024-05-22 00:00:00,Under Surveillance
Madhya Pradesh,Indore,Dengue,76,0,2024-05-24 00:00:00,Under Surveillance
Madhya Pradesh,Morena,Measles,8,0,2024-05-17 00:00:00,Under Surveillance
Madhya Pradesh,Tikamgarh,Acute Diarrheal Disease,40,0,2024-05-21 00:00:00,Under Surveillance
Maharashtra,Akola,Cholera,65,0,2024-04-26 00:00:00,Under Surveillance
Maharashtra,Jalgaon,Cholera,89,0,2024-05-21 00:00:00,Under Surveillance
Maharashtra,Nagpur,Dengue,16,1,2024-05-22 00:00:00,Under Control
Maharashtra,Sindhudurg,Acute Diarrheal Disease,23,0,2024-05-19 00:00:00,Under Surveillance
Maharashtra,Yavatmal,Food Poisoning,18,0,2024-05-22 00:00:00,Under Control
Manipur,Kamjong,Chickenpox,30,0,2024-05-23 00:00:00,Under Surveillance
Mizoram,Champhai,Fever with Rash,1,1,2024-05-17 00:00:00,Under Surveillance
Odisha,Baleshwar,Food Poisoning,14,0,2024-05-23 00:00:00,Under Control
Odisha,Cuttack,Food Poisoning,28,0,2024-05-20 00:00:00,Under Control
Odisha,Kandhamal,Food Poisoning,20,0,2024-05-19 00:00:00,Under Control
Punjab,Faridkot,Chickenpox,8,0,2024-05-21 00:00:00,Under Surveillance
Rajasthan,Dausa,Food Poisoning,80,0,2024-05-23 00:00:00,Under Control
Uttar Pradesh,Gautam Buddha Nagar,Acute Diarrheal Disease,48,0,2024-05-16 00:00:00,Under Surveillance
West Bengal,Howrah,Hepatitis A,14,0,2024-05-22 00:00:00,Under Surveillance
West Bengal,Purba Bardhaman,Food Poisoning,86,0,2024-05-25 00:00:00,Under Control
Andhra Pradesh,Nandyal,Acute Diarrheal Disease,24,1,2024-05-15 00:00:00,"Cases were reported from Village Ramatheertham, Sub-District Banaganapalle,  District  Nandyal.  Cases  presented  with  loose stools and vomiting. 3 water samples were collected and sent to Regional Public Health Lab, Kurnool. 2 water samples found unfit  for  potable  purpose  (Klebsiella  detected).  District  RRT investigated the outbreak. Cases were treated symptomatically. A 50 year old female expired on 15-05-2024 due to GE with
Septicemic shock. Community awareness and health education given by peripheral team on hygiene and sanitation."
Andhra Pradesh,Nandyal,Acute Diarrheal Disease,25,0,2024-05-15 00:00:00,"Cases  were  reported  from  Village  Yerraguntla,  Sub-District Bandi Atmakur, District Nandyal. Cases presented with loose stools.  8  water  samples  were  collected  and  sent  to  Regional Public Health Lab, Kurnool. 4  water samples found unfit for potable     purpose     (Klebsiella     detected).     District     RRT investigated the outbreak. Cases were treated symptomatically.
Community   awareness   and    health   education    given    by peripheral team on hygiene and sanitation."
Chhattisgarh,Sukma,Acute Diarrheal Disease,41,0,2024-05-14 00:00:00,"Cases  were  reported  from  Village  Virapuram,  Sub-District Konta, District Sukma. Cases presented with loose stools and vomiting. 4 stool samples and 18 water samples were collected and  sent  to  Jagdalpur  Medical  College  and  PHE  lab  Sukma respectively. E. Coli detected in one stool sample, all the water samples    found    fit    for    potable    purpose.    District    RRT investigated the outbreak. Cases were treated symptomatically. Community   awareness   and    health   education    given    by
peripheral team on hygiene and sanitation."
Kerala,Thrissur,Food Poisoning,32,0,2024-05-13 00:00:00,"Cases  were  reported  from  Sub-District  Chalakkudy,  District Thrissur.  Cases  presented  with  loose  stools  and  vomiting. District RRT investigated the outbreak. All the cases developed the  symptoms  after  having  food  at  a  marriage  function  at Koratty.   They   were   treated   symptomatically.   Community awareness  and  health  education  given  by peripheral  team  on
hygiene and sanitation."
